,0
51,https://www.patheos.com/blogs/excommunications/2019/02/im-now-suspicious-of/
52,https://www.patheos.com/blogs/akramsrazor/2013/07/the-pros-and-cons-of-white-house-iftars/
53,https://www.patheos.com/blogs/samrocha/2017/01/on-protest-and-those-who-protest-against-them/
54,https://www.patheos.com/blogs/adrianwarnock/2019/01/my-2019-so-far/
55,https://www.patheos.com/blogs/conventionofstates/2018/07/levin-sounds-off-the-threat-to-the-second-amendment-is-in-dc-not-article-v/
56,https://www.patheos.com/blogs/beneaththemoon/2019/04/how-does-a-witch-cope/
57,https://www.patheos.com/blogs/livingaholyadventure/2019/04/the-adventurous-lectionary-palm-sunday-april-14-2019/
58,https://www.patheos.com/blogs/faithandfinance/2018/11/19/5-bible-verses-john-wesley-used-for-his-money-decisions/
59,https://www.patheos.com/blogs/protestprotest/2019/04/calvinists-the-worst-of-white-people/
60,https://www.patheos.com/blogs/youngfogey/2019/03/has-christian-apologetics-failed/
61,https://www.patheos.com/blogs/scatteringsunshine/2018/08/12-things-not-to-say-to-an-autism-parent/
62,https://www.patheos.com/blogs/whiskeypreacher/2016/07/we-are-everywhere/
63,https://www.patheos.com/blogs/awaywiththewitch/2019/01/how-to-hold-a-solo-sacred-cacao-ceremony/
64,https://www.patheos.com/blogs/yourwisebrain/2012/01/rest/
65,https://www.patheos.com/blogs/anxiousbench/2019/04/green-pastures/
66,https://www.patheos.com/blogs/zackhunt/2019/03/american-jesus-madness-2019-salacious-16-voting/
67,https://www.patheos.com/blogs/spiritualityandconsciousness/2019/02/what-does-the-new-physics-have-to-do-with-spirituality/
68,https://www.patheos.com/blogs/hindtrospectives/2017/02/ethnicity-skin-language-sudanese-identity/
69,https://www.patheos.com/blogs/davidhenson/2016/08/lost-pieta/
70,https://www.patheos.com/blogs/emergentvillage/2017/04/im-sorry-reflection-grief-holy-saturday/
71,https://www.patheos.com/blogs/postsofgreatprice/2018/03/why-dont-mormons-use-cross-symbol-faith/
72,https://www.patheos.com/blogs/aidankelly/2017/08/experiment-religious-engineering/
73,https://www.patheos.com/blogs/jenniferfitz/2018/08/the-implications-of-not-using-the-death-penalty/
74,https://www.patheos.com/blogs/themuslimhippie/2018/03/30/new-floor-new-skin/
75,https://www.patheos.com/blogs/christianpiatt/2017/12/eating-biblical-elephant/
76,https://www.patheos.com/blogs/thinkingrationally/2018/12/childfree/
77,https://www.patheos.com/blogs/personalislam/2017/12/callous-offense-muslim-christmas-song/
78,https://www.patheos.com/blogs/clintschnekloth/2019/03/some-pro-tips-for-church-leaders-who-dont-go-to-church-adam-copeland-im-looking-at-you/
79,https://www.patheos.com/blogs/pickledpencil/2017/07/government-intervention-benefits-big-business-ten-things-know-socialism-mises-u-2017/
80,https://www.patheos.com/blogs/camelswithhammers/2017/12/last-jedi-spoiler-free-review/
81,https://www.patheos.com/blogs/jenniferfitz/2018/09/why-yes-im-still-catholic/
82,https://www.patheos.com/blogs/fromacommonwell/2019/03/the-weapons-of-the-irish-gods/
83,https://www.patheos.com/blogs/byathameandstang/2019/01/compass-round-navigational-tool/
84,https://www.patheos.com/blogs/ahappymedium/2019/02/febintuition/
85,https://www.patheos.com/blogs/gloryseed/2018/06/is-this-evangelicalisms-red-pill-moment/
86,https://www.patheos.com/blogs/joepuentes/2018/12/we-were-created-to-experience-deep-and-rich-relationships/
87,https://www.patheos.com/blogs/themuslimhippie/2018/03/30/bipolar-strong/
88,https://www.patheos.com/blogs/shatteringparadigms/2019/02/northam-must-stay/
89,https://www.patheos.com/blogs/spiritualdirection101/2018/12/advent-meditation-for-dec-20-prayer-of-desire/
90,https://www.patheos.com/blogs/templeofthefuture/2018/03/hate-group-parkway-school-district-supports-jeanie-ames-john-taylor/
91,https://www.patheos.com/blogs/everydayblackmatters/2018/05/16/in-which-peacemaking-looks-like-confrontation/
92,https://www.patheos.com/blogs/mormontherapist/2019/04/look-me-in-the-eyes-and-say-im-sorry.html/
93,https://www.patheos.com/blogs/centered/2015/03/living-hospitably-with-mark-canlis/
94,https://www.patheos.com/blogs/thefluencyofhope/2019/01/to-feel-again-the-tedium-of-surviving/
95,https://www.patheos.com/blogs/goodletters/2018/09/poetry-friday-bird-on-knee/
96,https://www.patheos.com/blogs/markdroberts/2018/06/14/how-can-i-really-love-my-real-neighbors/
97,https://www.patheos.com/blogs/elpuente/2016/08/la-angustia-de-los-refugiados-creemos-que-somos-inmunes-al-sufrimiento/
98,https://www.patheos.com/blogs/notalonespecialneedsparenting/2019/01/work-autism-and-snow-days/
99,https://www.patheos.com/blogs/orthodoxyincommunionwithrome/2018/06/family-separation/
100,https://www.patheos.com/blogs/pilgrimsroadtrip/2017/05/jerusalem-day-2017/
101,https://www.patheos.com/blogs/thehighcalling/2015/08/figuring-out-success-with-the-amish/
102,https://www.patheos.com/blogs/eidos/2019/04/the-social-media-of-hell-dante/
103,https://www.patheos.com/blogs/visions-of-vocation/2016/03/the-danger-of-cheap-ideas/
104,https://www.patheos.com/blogs/erickaandersen/2018/06/miss-america-organization-was-right-to-end-swimsuit-contest-but-they-are-overcorrecting/
105,https://www.patheos.com/blogs/markmeckler/2018/07/trumpocalypse-its-the-end-of-the-world-as-we-know-it-and-i-feel-fine/
106,https://www.patheos.com/blogs/perchanceperpetuity/2016/06/where-the-wild-phlox-are/
107,https://www.patheos.com/blogs/frenchrevolution/2017/04/07/not-raise-snowflake/
108,https://www.patheos.com/blogs/brotherrichard/2016/08/seattle-bans-conversion-therapy-for-lgbtq-youth/
109,https://www.patheos.com/blogs/benjaminthescribe/2018/12/new-testament-gospel-doctrine-resources-part-3-everything-else/
110,https://www.patheos.com/blogs/publiccatholic/2018/10/the-news-in-10-what-is-the-churchs-message-without-christ/
111,https://www.patheos.com/blogs/stevethemissionary/2017/10/whats-with-the-logo/
112,https://www.patheos.com/blogs/shalominthecity/2017/08/back-to-school-benedictions-binder-edition/
113,https://www.patheos.com/blogs/spiritualdirection101/2018/12/advent-imagining-the-heavenly-host/
114,https://www.patheos.com/blogs/sarahoverthemoon/2016/06/game-of-thrones/
115,https://www.patheos.com/blogs/faithchelsen/2018/02/confessions-marriage-valentines-day-brokenness/
116,https://www.patheos.com/blogs/mercynotsacrifice/2019/02/26/practical-holiness-is-wesleyan-orthodoxy/
117,https://www.patheos.com/blogs/mysticpost/2019/03/14/the-polish-model-and-the-mysterious-encounter-with-padre-pio-only-at-medjugorje-did-she-understand/
118,https://www.patheos.com/blogs/publiccatholic/2018/10/the-news-in-10-supremes-consider-hearing-case-that-could-reverse-roe-v-wade/
119,https://www.patheos.com/blogs/conventionofstates/2018/07/daniel-horowitz-sounds-off-on-incompetent-congress/
120,https://www.patheos.com/blogs/cbf/2018/10/the-god-of-the-also/
121,https://www.patheos.com/blogs/joepuentes/2018/12/listen-churchtoo-is-your-responsibility-too/
122,https://www.patheos.com/blogs/christopherdcunningham/2019/02/learning-to-respond-better-to-sexual-assault/
123,https://www.patheos.com/blogs/notinggrace/2017/06/i-diyed-week-15/
124,https://www.patheos.com/blogs/theluckyones/2019/04/5-the-diarist/
125,https://www.patheos.com/blogs/storiedtheology/2017/02/02/today-human-jesus-matters/
126,https://www.patheos.com/blogs/onscripture/2017/03/trauma-victims-teach-us-hope-john-111-45/
127,https://www.patheos.com/blogs/raceandgrace/2019/03/christ-is-in-being-present/
128,https://www.patheos.com/blogs/oneummahmanyvoices/2015/05/so-called-art-events-fallen-heroes-and-lists-that-keeps-giving/
129,https://www.patheos.com/blogs/thefreethinker/2019/04/us-based-hate-groups-pour-millions-in-dark-money-into-europe/
130,https://www.patheos.com/blogs/voodoouniverse/2019/02/siempre-bruja-should-have-been-called-always-disappointing/
131,https://www.patheos.com/blogs/benjaminthescribe/2018/12/a-reminiscence-on-a-missionary-christmas/
132,https://www.patheos.com/blogs/mmw/2015/11/friday-links-33/
133,https://www.patheos.com/blogs/awc/2017/02/reformation-still-matters-interview-gregg-allison/
134,https://www.patheos.com/blogs/adamantinemuse/2018/03/identifying-symbols-of-hekate/
135,https://www.patheos.com/blogs/jacksonwu/2019/04/03/the-nitty-gritty-of-the-chinas-social-credit-system-could-this-happen-in-america/
136,https://www.patheos.com/blogs/ecopreacher/2019/03/rethinking-parable-fruitless-tree-luke-13/
137,https://www.patheos.com/blogs/theruleandtheraven/2018/05/05/chapter-1-how-he-made-a-broken-sieve-whole-and-sound/
138,https://www.patheos.com/blogs/manlytrainingministries/2019/03/wife-and-wisdom-part-two/
139,https://www.patheos.com/blogs/betweentwokingdoms/2018/12/catechesis-and-complicity/
140,https://www.patheos.com/blogs/henrykarlson/2019/04/augustine-and-the-pedagogical-value-of-authority/
141,https://www.patheos.com/blogs/miraclegirl/2018/02/evolution-caught-act-darwin-day-sampler/
142,https://www.patheos.com/blogs/thepangeablog/2018/04/26/what-happens-to-people-who-never-hear-about-jesus-4-views/
143,https://www.patheos.com/blogs/theshoelessbanshee/2019/03/19/st-joseph-one-of-the-good-ones/
144,https://www.patheos.com/blogs/divergence/2018/11/19/do-some-progressive-christians-and-atheists-share-these-three-beliefs/
145,https://www.patheos.com/blogs/shrinkingcamel/2015/11/20/81-of-catholics-believe-their-work-is-a-calling-from-god-2/
146,https://www.patheos.com/blogs/nbamuslims/2019/03/05/5620/
147,https://www.patheos.com/blogs/emansplaining/2018/06/my-secret-revealed-and-updated/
148,https://www.patheos.com/blogs/brotherrichard/2016/08/enjoy-the-glories-of-satanic-music/
149,https://www.patheos.com/blogs/muslimahnextdoor/2018/10/sundays-in-autism-land/
150,https://www.patheos.com/blogs/jappersandjanglers/2018/07/god-of-gods/
151,https://www.patheos.com/blogs/waystationinthewilderness/2019/02/which-victims-sexual-abuse-church-count/
152,https://www.patheos.com/blogs/voicesofrawtools/2018/03/jesus-said-enough-on-maundy-thursday/
153,https://www.patheos.com/blogs/bristolpalin/2018/06/burly-father-does-ballet-on-stage-when-his-daughter-gets-stage-fright/
154,https://www.patheos.com/blogs/rationaldoubt/2019/03/mere-morality-by-barker-via-record/
155,https://www.patheos.com/blogs/orthodoxyincommunionwithrome/2019/02/are-all-instances-of-blackface-alike/
156,https://www.patheos.com/blogs/companionsonthejourney/2019/03/wind-spirit-pneuma-ruach-music/
157,https://www.patheos.com/blogs/soapboxredemption/2018/11/humanism-past-present-and-future/
158,https://www.patheos.com/blogs/jacksonwu/2019/03/06/how-shame-can-prevent-people-from-repenting/
159,https://www.patheos.com/blogs/activisttheology/2017/10/open-letter-white-liberal-progressive-clergy/
160,https://www.patheos.com/blogs/beneaththemoon/2018/11/grounding/
161,https://www.patheos.com/blogs/terrygaspard/2019/04/how-your-parents-marriage-can-impact-your-intimate-relationships/
162,https://www.patheos.com/blogs/interspirituality/2018/08/you-cant-save-time/
163,https://www.patheos.com/blogs/awc/2016/09/tim-kaines-willful-ignorance/
164,https://www.patheos.com/blogs/spiritualdirection101/2019/03/spiritual-direction-in-the-current-christian-climate/
165,https://www.patheos.com/blogs/templeofthefuture/2017/12/in-art-what-we-like-and-what-is-good-are-different/
166,https://www.patheos.com/blogs/themormonpolitico/2017/09/elder-oaks-didnt-say-role-spouses-parents/
167,https://www.patheos.com/blogs/gregepstein/2016/01/science-must-always-be-skeptical-of-its-own-findings/
168,https://www.patheos.com/blogs/almihrab/2018/09/how-to-attract-more-people-to-your-church-or-mosque/
169,https://www.patheos.com/blogs/divinewedgie/2018/12/17/train-ride-presence-god/
170,https://www.patheos.com/blogs/agora/2019/04/phoenix-rising-priestesses-of-prophecy-working-with-the-pythia/
171,https://www.patheos.com/blogs/spiritualdirection101/2018/12/lectio-divina-with-matthews-nativity/
172,https://www.patheos.com/blogs/thefont/2016/10/how-stories-unlock-the-truth/
173,https://www.patheos.com/blogs/theliturgicaltheologian/2017/06/28/liturgical-muggles-and-losing-the-sacramental-imagination/
174,https://www.patheos.com/blogs/everythingoldisnewagain/2018/11/what-does-it-mean-to-be-made-in-the-image-of-god/
175,https://www.patheos.com/blogs/throughcatholiclenses/2019/03/saving-eggs-before-blocking-puberty-why-transition-if-still-uncertain/
176,https://www.patheos.com/blogs/oneummahmanyvoices/2015/05/is-there-a-dark-side-to-mothers-day/
177,https://www.patheos.com/blogs/ilchilee/2018/11/28/use-the-power-of-energy-to-change-your-life/
178,https://www.patheos.com/blogs/thiskindacontemplativelife/2019/01/what-keeps-us-from-praying-part-five-finding-time-to-pray/
179,https://www.patheos.com/blogs/troublerofisrael/2018/10/jordan-peterson-puddleglum-and-whats-too-good-not-to-be-true/
180,https://www.patheos.com/blogs/chrisicisms/2017/09/22/cross-culture-critic-podcast-creation-guilty-pleasure/
181,https://www.patheos.com/blogs/jesuscreed/2019/04/09/the-crisis-in-theology/
182,https://www.patheos.com/blogs/jenniferchronicles/2016/10/in-the-background/
183,https://www.patheos.com/blogs/thezenpagan/2019/04/liminality-mastery-and-interdependence/
184,https://www.patheos.com/blogs/andrewfarley/2018/11/why-did-god-create-us/
185,https://www.patheos.com/blogs/thezenpagan/2019/03/teaching-within-learning-within-teaching-within-learning/
186,https://www.patheos.com/blogs/dirtheartwitch/2019/04/the-witchs-altar-as-a-conduit-between-realities/
187,https://www.patheos.com/blogs/astrology/2017/05/social-justice-warriors-ate-star-trek/
188,https://www.patheos.com/blogs/theluckyones/2018/08/new-book-helps-the-youngest-kids-think-about-the-hardest-subject/
189,https://www.patheos.com/blogs/whowechoosetobe/2018/08/able-is-publishing-their-wages-and-thinks-every-brand-should-do-the-same/
190,https://www.patheos.com/blogs/beneaththemoon/2019/02/witchcraft-label/
191,https://www.patheos.com/blogs/spiritchatter/2017/07/summer-17-sibling-rivalry-steroids/
192,https://www.patheos.com/blogs/godlessindixie/2019/03/05/why-i-chose-the-atheist-label/
193,https://www.patheos.com/blogs/zhoag/2017/01/26/believe-boldly-scorseses-silence-speaks-to-trumps-america/
194,https://www.patheos.com/blogs/quillofthegoddess/2017/12/paths-deer-mother/
195,https://www.patheos.com/blogs/markmeckler/2018/07/netflix-hoping-to-offer-700-faith-and-family-based-shows-in-2018/
196,https://www.patheos.com/blogs/catholicnews/2017/11/how-do-we-help-trafficking-victims-re-enter-society-vatican-conference-takes-a-look/
197,https://www.patheos.com/blogs/jimerwin/2019/02/25/i-love-my-community/
198,https://www.patheos.com/blogs/godzooks/2019/04/faith-facts-christianity-atheism/
199,https://www.patheos.com/blogs/sarahoverthemoon/2016/10/good-christian-sex/
200,https://www.patheos.com/blogs/divinewedgie/2018/11/12/vice-opiate-masses/
201,https://www.patheos.com/blogs/jenniferchronicles/2016/06/prisoner-in-a-castle/
202,https://www.patheos.com/blogs/popculturecoramdeo/2018/09/episode-alert-searching/
203,https://www.patheos.com/blogs/theluckyones/2018/06/blowing-out-like-a-buddha/
204,https://www.patheos.com/blogs/hindu2/2019/02/pulwama-attack-timeline-synopsis-get-all-the-facts/
205,https://www.patheos.com/blogs/imagochristi/2015/04/custodian-of-the-cosmos/
206,https://www.patheos.com/blogs/pilgrimsroadtrip/2017/05/farewelling-well/
207,https://www.patheos.com/blogs/bristolpalin/2018/06/supreme-court-says-pro-life-pregnancy-centers-dont-have-to-be-abortion-referral-agencies/
208,https://www.patheos.com/blogs/manlytrainingministries/2019/03/husband-and-wisdom-part-one/
209,https://www.patheos.com/blogs/jacoblupfer/2017/05/georgetown-slavery/
210,https://www.patheos.com/blogs/unfundamentalistchristians/2017/09/faith-fog-losing-beliefs-finding-god/
211,https://www.patheos.com/blogs/anotherbreedoffaith/2018/10/nothing-matters-part-1-its-a-big-world-out-there/
212,https://www.patheos.com/blogs/erickaandersen/2018/05/jodi-picoults-small-great-things-and-being-woke-to-racial-injustice/
213,https://www.patheos.com/blogs/everythingoldisnewagain/2018/10/did-god-really-command-genocide-the-case-of-amalek/
214,https://www.patheos.com/blogs/leithart/2019/01/24310/
215,https://www.patheos.com/blogs/thefluencyofhope/2018/11/tasked-with-wonder/
216,https://www.patheos.com/blogs/drlaurelshaler/2018/12/how-to-keep-christmas-in-your-heart/
217,https://www.patheos.com/blogs/spiritchatter/2017/06/summer-17-fragile/
218,https://www.patheos.com/blogs/witchindeed/2019/03/poetry-as-spellwork/
219,https://www.patheos.com/blogs/fortheloveofgod/2018/07/trump-and-putin/
220,https://www.patheos.com/blogs/loveinshallah/2015/05/27/who-mothers-the-mother/
221,https://www.patheos.com/blogs/teaaddictedwitch/2018/12/winter-solstice-modern-hellenist/
222,https://www.patheos.com/blogs/synapsesofthesoul/2019/02/februrary-monthly-roundup/
223,https://www.patheos.com/blogs/marketplacefaith/2019/02/stress/
224,https://www.patheos.com/blogs/carlgregg/2018/12/sexy-secrets-about-religion/
225,https://www.patheos.com/blogs/synapsesofthesoul/2019/02/you-are-frankenstein/
226,https://www.patheos.com/blogs/orthodoxyincommunionwithrome/2018/12/sister-churches-in-communion-working-towards-full-communion/
227,https://www.patheos.com/blogs/whatgodwantsforyourlife/2018/11/childrens-grief-awareness-day-spiritual-direction-and-loss/
228,https://www.patheos.com/blogs/thetoolshed/2017/02/beauty-connects-atonement/
229,https://www.patheos.com/blogs/christianpiatt/2017/10/white-men-dangerous-people-america/
230,https://www.patheos.com/blogs/viviannecrowley/2016/06/midsummer-phoenix-rising/
231,https://www.patheos.com/blogs/theliturgicaltheologian/2017/06/23/10-signs-youre-liturgical-snob/
232,https://www.patheos.com/blogs/slacktivist/2019/04/09/smart-people-saying-smart-things-4-9-19/
233,https://www.patheos.com/blogs/imagochristi/2015/04/gods-radical-yes-to-humanity/
234,https://www.patheos.com/blogs/throughthegrapevine/2019/02/the-book-of-cernunnos/
235,https://www.patheos.com/blogs/witchindeed/2019/01/ways-to-celebrate-imbolc/
236,https://www.patheos.com/blogs/bristolpalin/2018/06/a-good-woman-with-a-gun-woman-shoots-ex-in-self-defense/
237,https://www.patheos.com/blogs/markmeckler/2018/07/democratic-national-committee-chairman-tom-perez-photographed-carrying-1800-bag/
238,https://www.patheos.com/blogs/agora/2019/03/parenting-the-divine-pagan-ish-books-for-springtime-storytime/
239,https://www.patheos.com/blogs/livingtradition/2019/03/grace-of-love/
240,https://www.patheos.com/blogs/workingcatholic/2019/01/in-praise-of-cash/
241,https://www.patheos.com/blogs/theinnerroom/2017/02/725/
242,https://www.patheos.com/blogs/rebariley/2017/05/ditch-list-forever/
243,https://www.patheos.com/blogs/faithchelsen/2017/12/three-other-things-the-american-atheists-get-wrong-about-christmas/
244,https://www.patheos.com/blogs/emergentvillage/2017/07/hagar-and-sally/
245,https://www.patheos.com/blogs/soulandcity/2018/01/seek-not-power-pull/
246,https://www.patheos.com/blogs/theliterarypapist/2018/09/burning-the-rainbow-and-other-wrong-ways-to-save-a-church-in-crisis/
247,https://www.patheos.com/blogs/kaitlinbcurtice/2017/11/27/pocahontas-isnt-joke-anymore/
248,https://www.patheos.com/blogs/schaeffersghost/2019/03/unicorns-still-exist/
249,https://www.patheos.com/blogs/christopherdcunningham/2019/01/mockery-of-family-proclamation-begins-to-circulate/
250,https://www.patheos.com/blogs/scatteringsunshine/2018/08/lgbtq-and-you/
251,https://www.patheos.com/blogs/wendymurray/2018/03/unceremoniously-insulted/
252,https://www.patheos.com/blogs/secularvoices/2018/11/07/the-problem-of-evil-atheist/
253,https://www.patheos.com/blogs/waystationinthewilderness/2019/02/turning-the-other-cheek-in-the-face-of-sexual-abuse/
254,https://www.patheos.com/blogs/wendymurray/2017/12/joseph-gods-ordinary-man/
255,https://www.patheos.com/blogs/fourfaces/2018/07/what-happened-at-edens-gate-part-3/
256,https://www.patheos.com/blogs/clippityclip/2017/07/unstoppable-small-dog-chooses-huge-toy-pet-store/
257,https://www.patheos.com/blogs/christianityforthesbnr/2017/02/guest-post-marc-gafni-wiki%e2%80%8a-%e2%80%8ahow-wikipedia-used-internet-abuse%e2%80%8a-%e2%80%8apart-1/
258,https://www.patheos.com/blogs/professionoffaith/2016/10/locker-room-talk-at-the-workplace/
259,https://www.patheos.com/blogs/bythepalemoonlight/2018/08/flags-flax-and-fodder-a-benediction-explored/
260,https://www.patheos.com/blogs/aidankelly/2018/04/poetics/
261,https://www.patheos.com/blogs/hindu2/2019/02/india-pakistan-timeline-of-wars-terrorism-1947-partition/
262,https://www.patheos.com/blogs/themuslimmonad/2019/02/331/
263,https://www.patheos.com/blogs/progressiveamerican/2017/05/persecution-myth-harms-the-gospel/
264,https://www.patheos.com/blogs/livingaholyadventure/2019/02/adventurous-lectionary-the-first-sunday-in-lent-march-10-2019/
265,https://www.patheos.com/blogs/fuller/2018/05/the-future-of-fuller-the-way-forward/
266,https://www.patheos.com/blogs/pagantama/2019/02/17/pagan-shinto-news-circle-sanctuary-granted-ecclesiastical-endorsing-organization-status/
267,https://www.patheos.com/blogs/blinkyandsal/2019/03/the-left-eats-itself/
268,https://www.patheos.com/blogs/centered/2015/07/the-master-storyteller-with-jason-pamer-owner-of-thespis-motion-pictures/
269,https://www.patheos.com/blogs/markmeckler/2018/07/newsflash-america-is-not-responsible-for-the-plastic-in-the-ocean/
270,https://www.patheos.com/blogs/divinewedgie/2018/11/02/michael-hanby-biotechnocracy/
271,https://www.patheos.com/blogs/frenchrevolution/2017/04/13/grocery-store-ad-reflects-big-misunderstanding-good-friday/
272,https://www.patheos.com/blogs/shrinkingcamel/2015/11/13/scared-of-layoffs-take-some-advice-from-jesus-2/
273,https://www.patheos.com/blogs/faithshift/2018/09/why-i-love-celtic-christianity/
274,https://www.patheos.com/blogs/eidos/2019/04/even-if-devils-exist-a-certain-kind-of-skeptic-should-not-believe-in-them/
275,https://www.patheos.com/blogs/youngfogey/2019/02/my-best-picture-of-2018/
276,https://www.patheos.com/blogs/timwright/2016/07/the-50-boy-less-white-house-years-and-why-that-matters-to-21st-century-boys-and-their-families/
277,https://www.patheos.com/blogs/aidankelly/2017/07/how-many-angels/
278,https://www.patheos.com/blogs/churchformen/2019/02/millennial-christians-queasy-about-conversion/
279,https://www.patheos.com/blogs/wheelsfaith/2016/05/why-cycling-why-faith/
280,https://www.patheos.com/blogs/ahappymedium/2019/02/snow-moon-the-meaning-of-your-life/
281,https://www.patheos.com/blogs/blackwhiteandgray/2016/04/seeking-the-sacred/
282,https://www.patheos.com/blogs/debraengleeverydaymiracles/2017/03/can-you-create-your-own-luck/
283,https://www.patheos.com/blogs/singod/2018/10/national-coming-out-day-2018/
284,https://www.patheos.com/blogs/irreverin/2019/04/immigration-solution-build-better-communities-not-bigger-borders/
285,https://www.patheos.com/blogs/davidhenson/2016/12/appearance-hope-advent-poem/
286,https://www.patheos.com/blogs/jonathanwilsonhartgrove/2015/03/a-palm-sunday-invitation-to-holy-ground/
287,https://www.patheos.com/blogs/troublerofisrael/2018/12/is-santa-claus-a-lie/
288,https://www.patheos.com/blogs/slowchurch/2016/11/17/a-politics-of-hope-in-the-trump-age/
